6.207641,11.304167
6.2022276,11.329204
6.206119,11.333794
6.1884317,11.33324
6.154165,11.33362
6.136796,11.321219
5.986927,11.335909
5.969976,11.30297
5.973166,11.307282
5.9730234,11.272108
5.974095,11.272841
5.9702206,11.266779
5.9694166,11.267991
5.9713674,11.267034
6.147469,11.539029
6.4548764,11.9566555
6.781749,13.878629
6.8882804,13.883254
6.9668236,13.9122
6.9959836,13.9089365
7.010238,13.918281
7.017237,13.909612
7.0164657,13.935783
7.0639057,13.909795
7.109652,13.9456835
7.009551,13.901739
6.957835,13.90027
6.955608,13.885159
6.93716,13.884183
6.6126842,11.720199
6.4403048,11.693805
6.2874446,9.873531
6.2757535,9.861012
6.239323,9.832093
6.2440753,9.832505
6.24469,9.825278
6.2385464,9.830105
6.218155,9.810786
6.3810663,10.098026
6.623261,11.551417
6.9609923,15.980356
7.3513064,16.012697
7.381464,16.143356
7.398545,16.147837
7.4157405,16.182272
7.428776,16.09689
7.4083605,16.09568
7.393769,15.863479
7.3769436,15.885642
7.3758965,15.871793
7.3869715,15.872506
7.405029,15.875678
7.382289,16.066206
7.478011,16.073778
7.4149303,16.35833
7.4485135,16.167341
7.4418826,16.229828
7.40208,16.151264
7.3667245,16.142067
7.3572044,16.123142
7.3475733,16.122032
7.369856,16.11948
7.540726,16.16838
7.6040735,16.157743
7.648813,16.202322
7.648655,16.038456
7.640122,16.073057
7.6287785,16.074396
7.6534176,16.121475
7.6637235,16.059021
7.687503,16.082373
7.686644,16.072512
7.6706996,16.0815
7.319074,15.68068
6.931417,15.488843
0.77075887,0.46163386
0.65691817,0.43672663
0.6437011,0.4333618
0.5579335,0.39402366
0.5253179,0.39317203
0.4760671,0.38160712
0.46243846,0.36392364
0.38665938,0.35979423
0.38981253,0.35989928
0.3889586,0.35365245
0.3826091,0.35157773
0.33304125,0.3091856
0.35345298,0.30290788
0.27598828,0.18529978
0.2916222,0.18125325
0.537315,0.16018014
1.2576923,3.4672277
4.340568,3.5287275
5.946231,4.2222323
5.939998,4.1039844
5.9325485,4.1048174
5.923443,4.10257
5.918189,4.1072187
5.9271493,4.100824
5.927375,4.1715193
5.953741,4.176552
5.951645,4.256312
5.946125,4.256207
5.9968367,4.437222
6.5918245,4.5855727
6.964719,4.620882
6.9311137,4.621441
6.9088845,4.652354
6.9261303,4.6513295
6.686722,4.670012
5.977799,1.3659519
2.910486,1.2903885
1.2601118,0.5897031
1.2399652,0.5930492
1.2349638,0.59319097
1.2370601,0.60509187
1.2371217,0.60169345
1.258535,0.6355421
1.7944775,0.6493084
2.1481042,1.8363569
2.1789076,1.7596589
2.1857095,1.7776836
2.1422493,1.5967839
1.5919843,1.4879105
1.2471144,1.4537549
1.2611583,1.5014632
1.2664272,1.4711572
1.2556037,1.7421739
1.2461252,1.7268921
1.2269089,1.9992733
1.2481471,2.000689
1.2616835,2.0637004
1.2645657,2.0603545
1.2858285,2.1218565
1.3022032,2.1180878
1.3220409,2.1959927
1.3034072,2.1858885
0.7655687,2.1552157
0.3760598,0.962284
0.38562068,1.6859071
0.43359146,1.6679776
0.5702454,2.2020698
0.53550243,2.166058
0.60367405,3.2057238
1.6597127,3.3028085
2.272207,3.8485508
2.4281704,3.5958471
2.511481,3.6321435
2.5097284,3.3575244
2.4791439,3.3948753
0.21323054,0.076725654
0.22284892,0.066122636
0.20035574,0.07046046
0.19316049,0.06409997
0.19615903,0.06510444
0.20002718,0.05967749
0.19998102,0.057649042
0.19961923,0.03318772
0.19985846,0.038150605
0.1997238,0.03614221
0.19574313,0.037108094
0.1784936,0.036112204
0.17790785,0.03641493
0.18058534,0.033539344
0.17510763,0.033654824
0.1734639,0.033156097
0.16235651,0.039755125
0.16675526,0.034865525
0.18038805,0.036519818
0.1819016,0.0214365
0.17446856,0.038740467
0.14278981,0.034402534
0.13850132,0.03457907
0.13895601,0.03217625
0.13992412,0.034880847
0.13853613,0.034789737
3.3210258,3.8054113
4.9548388,10.308637
5.1301823,58.358364
5.49666,58.532703
5.5952806,59.006363
5.6277595,59.007046
5.655911,59.050144
5.669526,59.055397
5.6736665,59.059856
5.691601,59.053257
5.69157,59.060726
5.7254534,59.059074
5.757789,59.094868
5.8016963,59.077644
5.83363,59.09118
5.894893,59.091007
5.9505873,59.126442
5.962346,59.123737
5.975206,59.124428
2.812456,55.353806
1.2320248,48.850746
1.1466779,0.80108154
0.792876,0.63080746
0.6964097,0.1571482
0.65963393,0.17808469
0.62715864,0.13916418
0.63036317,0.13749413
0.63536924,0.13365543
0.6301938,0.13511468
0.6512318,0.12764785
0.6779147,0.15049802
0.6887338,0.11547103
0.66572,0.12921701
0.6736951,0.12676354
0.8801597,36.78223
0.9156864,36.88753
0.9817509,36.923904
0.9686444,36.92321
0.948952,36.931206
0.8913035,36.926075
0.7970529,36.930374
0.7814903,36.925343
0.78364086,36.945343
0.7911316,36.923424
0.8034457,36.928066
0.7998477,36.92626
0.7862888,36.927013
0.7807369,36.925552
0.75848055,36.932205
0.68107146,36.90935
0.6250536,36.91182
0.59197587,36.89799
0.6095821,37.495102
0.6726992,0.9096538
3.039112,1.1869049
4.3819733,1.1753523
5.234289,2.0253386
5.809564,2.5104694
6.1610894,4.102971
6.185037,4.0995393
6.187921,4.1291323
6.1888657,4.1097
6.1835556,4.152546
6.1718307,4.143728
6.1773853,4.1621833
6.193369,4.1609797
0.09052179,0.04902323
0.09738216,0.044992417
0.107662685,0.04668969
0.10328399,0.04004532
0.099448845,0.0435929
0.11289587,0.033426438
0.13236868,0.04524781
0.11867816,0.04001874
0.113741204,0.07386474
0.28470194,0.07290704
0.4581312,0.28127882
0.46588716,0.27942902
0.46904296,0.3453313
0.46410444,0.33613163
0.4613581,0.36131686
0.47496903,0.357987
0.50744087,0.39100912
0.5107294,0.38903618
0.5170221,0.3994489
0.5249073,0.39894834
0.51429117,0.3991797
0.54232275,0.39748263
0.5613651,0.41006485
0.57094634,0.40651748
1.0504116,0.86356324
1.8766699,1.7901797
3.0876741,4.6886415
3.635967,4.776782
3.9517894,13.754812
3.9945734,13.605224
4.796716,29.46544
5.2962866,29.476366
17.260567,239.66801
27.892687,242.17497
35.208134,385.71945
36.300713,385.68442
37.34731,389.19702
37.5658,389.18787
38.09422,389.60727
38.12548,389.6076
38.262676,389.7997
39.001236,389.78738
39.001236,389.79132
39.911594,389.33438
38.877693,389.47458
38.045002,386.58286
37.70133,389.09238
37.23373,380.11496
37.0331,380.05768
36.230507,364.19745
35.74065,364.1568
23.794401,153.96513
13.177456,151.45624
5.886438,7.91175
5.886438,7.912326
4.7901354,4.4292316
3.5174408,4.430631
2.9813304,4.011241
2.9510598,4.015158
2.7843049,3.8230424
2.7843049,3.8339016
2.0428312,3.8299637
1.1241343,3.8299048
1.0986788,2.7580566
0.43547025,2.7560852
0.24852376,0.12454502
0.24852376,0.12612143
0.22989413,0.12463543
0.21115664,0.14813785
